Id,Response
20639,8
20640,8
20641,3
20642,4
20643,3
20644,8
20645,7
20646,8
20647,6
20648,3
20649,7
20650,4
20651,3
20652,3
20653,7
20654,3
20655,3
20656,8
20657,2
20658,8
20659,3
20660,5
20661,1
20662,8
20663,4
20664,8
20665,8
20666,3
20667,7
20668,3
20669,8
20670,8
20671,8
20672,8
20673,8
20674,2
20675,8
20676,8
20677,7
20678,8
20679,7
20680,7
20681,4
20682,3
20683,8
20684,8
20685,2
20686,3
20687,8
20688,8
20689,8
20690,8
20691,8
20692,4
20693,7
20694,2
20695,2
20696,1
20697,3
20698,8
20699,2
20700,3
20701,3
20702,8
20703,4
20704,4
20705,8
20706,3
20707,3
20708,8
20709,3
20710,3
20711,3
20712,4
20713,1
20714,8
20715,4
20716,8
20717,3
20718,3
20719,8
20720,8
20721,3
20722,8
20723,4
20724,8
20725,3
20726,4
20727,3
20728,2
20729,3
20730,8
20731,8
20732,3
20733,3
20734,1
20735,3
20736,3
20737,4
20738,3
20739,7
20740,3
20741,3
20742,3
20743,3
20744,7
20745,2
20746,8
20747,1
20748,1
20749,8
20750,8
20751,8
20752,7
20753,1
20754,7
20755,8
20756,8
20757,8
20758,7
20759,1
20760,7
20761,8
20762,3
20763,3
20764,3
20765,8
20766,8
20767,7
20768,8
20769,4
20770,3
20771,3
20772,4
20773,7
20774,3
20775,8
20776,8
20777,3
20778,8
20779,4
20780,8
20781,8
20782,4
20783,3
20784,4
20785,3
20786,8
20787,8
20788,2
20789,8
20790,8
20791,4
20792,3
20793,3
20794,3
20795,3
20796,3
20797,3
20798,3
20799,4
20800,4
20801,8
20802,8
20803,3
20804,8
20805,3
20806,8
20807,8
20808,3
20809,3
20810,8
20811,8
20812,3
20813,3
20814,8
20815,8
20816,7
20817,3
20818,3
20819,8
20820,2
20821,8
20822,3
20823,8
20824,3
20825,7
20826,3
20827,8
20828,8
20829,7
20830,8
20831,1
20832,3
20833,8
20834,1
20835,4
20836,3
20837,4
20838,7
20839,8
20840,2
20841,8
20842,7
20843,1
20844,3
20845,8
20846,2
20847,7
20848,8
20849,3
20850,3
20851,8
20852,8
20853,3
20854,5
20855,4
20856,8
20857,3
20858,8
20859,8
20860,8
20861,8
20862,8
20863,8
20864,8
20865,8
20866,3
20867,8
20868,1
20869,3
20870,8
20871,8
20872,3
20873,3
20874,3
20875,8
20876,7
20877,3
20878,8
20879,7
20880,8
20881,3
20882,3
20883,8
20884,1
20885,1
20886,8
20887,8
20888,8
20889,3
20890,6
20891,8
20892,8
20893,8
20894,4
20895,8
20896,8
20897,1
20898,8
20899,3
20900,3
20901,4
20902,1
20903,1
20904,7
20905,8
20906,1
20907,8
20908,3
20909,1
20910,8
20911,8
20912,8
20913,4
20914,3
20915,2
20916,3
20917,8
20918,4
20919,8
20920,8
20921,7
20922,8
20923,8
20924,8
20925,8
20926,3
20927,7
20928,3
20929,3
20930,7
20931,8
20932,8
20933,4
20934,8
20935,4
20936,4
20937,8
20938,8
20939,7
20940,8
20941,1
20942,3
20943,8
20944,4
20945,2
20946,8
20947,8
20948,8
20949,8
20950,8
20951,3
20952,2
20953,3
20954,3
20955,8
20956,8
20957,7
20958,8
20959,4
20960,8
20961,1
20962,3
20963,8
20964,8
20965,8
20966,1
20967,8
20968,3
20969,8
20970,8
20971,8
20972,8
20973,4
20974,3
20975,8
20976,7
20977,3
20978,8
20979,8
20980,8
20981,3
20982,8
20983,7
20984,1
20985,8
20986,8
20987,4
20988,3
20989,8
20990,8
20991,3
20992,3
20993,3
20994,8
20995,8
20996,2
20997,8
20998,4
20999,2
21000,4
21001,4
21002,8
21003,8
21004,4
21005,1
21006,8
21007,8
21008,8
21009,8
21010,3
21011,6
21012,1
21013,8
21014,1
21015,3
21016,1
21017,8
21018,8
21019,7
21020,8
21021,8
21022,8
21023,3
21024,3
21025,3
21026,8
21027,8
21028,8
21029,3
21030,3
21031,3
21032,8
21033,3
21034,8
21035,7
21036,8
21037,3
21038,8
21039,7
21040,8
21041,3
21042,8
21043,8
21044,8
21045,8
21046,3
21047,3
21048,8
21049,3
21050,3
21051,1
21052,3
21053,8
21054,3
21055,7
21056,2
21057,3
21058,3
21059,8
21060,3
21061,8
21062,8
21063,8
21064,8
21065,4
21066,8
21067,8
21068,3
21069,6
21070,8
21071,8
21072,6
21073,3
21074,8
21075,3
21076,3
21077,3
21078,2
21079,4
21080,2
21081,1
21082,4
21083,1
21084,3
21085,3
21086,8
21087,3
21088,3
21089,3
21090,3
21091,8
21092,1
21093,8
21094,8
21095,8
21096,8
21097,8
21098,3
21099,8
21100,8
21101,8
21102,8
21103,8
21104,8
21105,8
21106,3
21107,8
21108,1
21109,8
21110,8
21111,8
21112,8
21113,8
21114,3
21115,8
21116,3
21117,3
21118,7
21119,1
21120,8
21121,3
21122,1
21123,7
21124,4
21125,3
21126,3
21127,4
21128,3
21129,8
21130,7
21131,7
21132,3
21133,8
21134,3
21135,4
21136,8
21137,8
21138,8
21139,8
21140,6
21141,7
21142,8
21143,1
21144,3
21145,4
21146,8
21147,3
21148,7
21149,1
21150,8
21151,4
21152,8
21153,3
21154,3
21155,8
21156,3
21157,3
21158,6
21159,7
21160,4
21161,4
21162,8
21163,4
21164,3
21165,1
21166,3
21167,8
21168,3
21169,5
21170,8
21171,3
21172,3
21173,3
21174,8
21175,8
21176,8
21177,8
21178,3
21179,8
21180,3
21181,8
21182,3
21183,6
21184,3
21185,3
21186,8
21187,8
21188,8
21189,8
21190,7
21191,8
21192,1
21193,2
21194,8
21195,1
21196,3
21197,7
21198,3
21199,3
21200,3
21201,1
21202,4
21203,3
21204,7
21205,3
21206,8
21207,4
21208,8
21209,8
21210,4
21211,3
21212,3
21213,6
21214,8
21215,7
21216,1
21217,1
21218,8
21219,7
21220,3
21221,8
21222,8
21223,3
21224,2
21225,8
21226,3
21227,3
21228,8
21229,8
21230,8
21231,3
21232,3
21233,1
21234,4
21235,4
21236,7
21237,3
21238,3
21239,8
21240,8
21241,8
21242,8
21243,4
21244,8
21245,3
21246,4
21247,8
21248,2
21249,8
21250,8
21251,1
21252,3
21253,3
21254,8
21255,1
21256,7
21257,3
21258,3
21259,1
21260,8
21261,1
21262,3
21263,8
21264,3
21265,8
21266,3
21267,3
21268,3
21269,8
21270,8
21271,3
21272,3
21273,3
21274,3
21275,8
21276,3
21277,3
21278,3
21279,8
21280,8
21281,3
21282,3
21283,2
21284,4
21285,3
21286,8
21287,3
21288,8
21289,3
21290,8
21291,8
21292,8
21293,8
21294,3
21295,8
21296,8
21297,3
21298,1
21299,3
21300,8
21301,3
21302,7
21303,7
21304,4
21305,3
21306,7
21307,3
21308,8
21309,8
21310,4
21311,8
21312,4
21313,4
21314,1
21315,7
21316,1
21317,3
21318,8
21319,1
21320,8
21321,3
21322,3
21323,3
21324,8
21325,1
21326,4
21327,4
21328,1
21329,8
21330,8
21331,3
21332,3
21333,8
21334,8
21335,3
21336,6
21337,3
21338,8
21339,2
21340,3
21341,3
21342,8
21343,6
21344,8
21345,3
21346,8
21347,3
21348,4
21349,3
21350,3
21351,1
21352,8
21353,3
21354,8
21355,8
21356,1
21357,5
21358,6
21359,1
21360,8
21361,8
21362,8
21363,8
21364,2
21365,4
21366,3
21367,4
21368,4
21369,4
21370,3
21371,3
21372,3
21373,7
21374,8
21375,1
21376,8
21377,8
21378,8
21379,1
21380,7
21381,8
21382,3
21383,3
21384,6
21385,8
21386,3
21387,8
21388,3
21389,8
21390,3
21391,8
21392,3
21393,8
21394,7
21395,1
21396,7
21397,3
21398,1
21399,8
21400,8
21401,3
21402,4
21403,3
21404,8
21405,3
21406,2
21407,1
21408,8
21409,3
21410,8
21411,3
21412,3
21413,8
21414,7
21415,8
21416,8
21417,1
21418,1
21419,3
21420,7
21421,3
21422,8
21423,4
21424,7
21425,8
21426,8
21427,3
21428,3
21429,3
21430,4
21431,4
21432,1
21433,8
21434,8
21435,8
21436,1
21437,8
21438,8
21439,4
21440,8
21441,8
21442,3
21443,8
21444,8
21445,4
21446,1
21447,1
21448,3
21449,3
21450,4
21451,1
21452,3
21453,3
21454,8
21455,8
21456,3
21457,8
21458,3
21459,8
21460,3
21461,4
21462,8
21463,4
21464,7
21465,8
21466,8
21467,5
21468,4
21469,1
21470,8
21471,8
21472,1
21473,1
21474,3
21475,4
21476,5
21477,4
21478,8
21479,8
21480,8
21481,8
21482,8
21483,8
21484,8
21485,2
21486,3
21487,7
21488,8
21489,3
21490,8
21491,8
21492,3
21493,8
21494,8
21495,8
21496,4
21497,7
21498,8
21499,3
21500,4
21501,8
21502,1
21503,5
21504,8
21505,3
21506,8
21507,8
21508,1
21509,8
21510,3
21511,8
21512,7
21513,4
21514,8
21515,7
21516,6
21517,4
21518,7
21519,3
21520,7
21521,8
21522,4
21523,1
21524,8
21525,8
21526,3
21527,3
21528,8
21529,4
21530,8
21531,8
21532,3
21533,8
21534,8
21535,4
21536,3
21537,8
21538,7
21539,1
21540,1
21541,7
21542,8
21543,8
21544,8
21545,1
21546,8
21547,2
21548,8
21549,8
21550,3
21551,3
21552,8
21553,4
21554,1
21555,8
21556,7
21557,8
21558,4
21559,8
21560,3
21561,3
21562,7
21563,8
21564,3
21565,1
21566,3
21567,8
21568,8
21569,8
21570,3
21571,8
21572,3
21573,8
21574,8
21575,1
21576,8
21577,3
21578,7
21579,1
21580,8
21581,1
21582,2
21583,7
21584,2
21585,8
21586,8
21587,3
21588,2
21589,8
21590,8
21591,4
21592,8
21593,8
21594,8
21595,8
21596,8
21597,3
21598,8
21599,3
21600,8
21601,8
21602,8
21603,8
21604,3
21605,3
21606,5
21607,1
21608,8
21609,3
21610,4
21611,8
21612,1
21613,2
21614,4
21615,5
21616,8
21617,2
21618,3
21619,8
21620,8
21621,1
21622,8
21623,3
21624,3
21625,3
21626,3
21627,8
21628,8
21629,3
21630,8
21631,3
21632,3
21633,1
21634,8
21635,3
21636,4
21637,1
21638,8
21639,3
21640,8
21641,1
21642,7
21643,3
21644,3
21645,8
21646,8
21647,8
21648,8
21649,8
21650,1
21651,8
21652,8
21653,7
21654,3
21655,8
21656,3
21657,8
21658,8
21659,1
21660,8
21661,8
21662,8
21663,1
21664,8
21665,8
21666,3
21667,8
21668,3
21669,3
21670,3
21671,3
21672,8
21673,1
21674,8
21675,8
21676,8
21677,2
21678,7
21679,3
21680,3
21681,8
21682,8
21683,1
21684,3
21685,3
21686,8
21687,8
21688,4
21689,3
21690,4
21691,8
21692,8
21693,4
21694,8
21695,8
21696,8
21697,8
21698,8
21699,4
21700,8
21701,6
21702,8
21703,8
21704,8
21705,3
21706,8
21707,3
21708,8
21709,3
21710,3
21711,1
21712,2
21713,8
21714,8
21715,8
21716,1
21717,3
21718,3
21719,8
21720,8
21721,8
21722,3
21723,3
21724,7
21725,7
21726,3
21727,7
21728,3
21729,4
21730,8
21731,1
21732,8
21733,8
21734,8
21735,8
21736,4
21737,2
21738,8
21739,8
21740,8
21741,8
21742,3
21743,8
21744,3
21745,3
21746,3
21747,7
21748,3
21749,3
21750,8
21751,8
21752,1
21753,1
21754,8
21755,8
21756,8
21757,1
21758,3
21759,8
21760,7
21761,3
21762,8
21763,8
21764,3
21765,8
21766,8
21767,7
21768,8
21769,3
21770,1
21771,3
21772,3
21773,8
21774,3
21775,3
21776,7
21777,3
21778,4
21779,3
21780,3
21781,3
21782,7
21783,8
21784,7
21785,1
21786,2
21787,5
21788,8
21789,8
21790,4
21791,3
21792,7
21793,7
21794,4
21795,3
21796,1
21797,3
21798,3
21799,7
21800,8
21801,8
21802,4
21803,1
21804,8
21805,3
21806,8
21807,2
21808,8
21809,1
21810,3
21811,8
21812,8
21813,3
21814,8
21815,8
21816,8
21817,8
21818,8
21819,8
21820,8
21821,8
21822,3
21823,8
21824,7
21825,1
21826,1
21827,7
21828,1
21829,3
21830,8
21831,8
21832,3
21833,1
21834,2
21835,3
21836,2
21837,8
21838,8
21839,8
21840,8
21841,8
21842,3
21843,8
21844,7
21845,8
21846,8
21847,8
21848,8
21849,5
21850,2
21851,2
21852,8
21853,4
21854,3
21855,8
21856,3
21857,8
21858,4
21859,4
21860,1
21861,3
21862,3
21863,8
21864,8
21865,1
21866,3
21867,3
21868,8
21869,8
21870,8
21871,4
21872,7
21873,8
21874,8
21875,1
21876,3
21877,5
21878,3
21879,3
21880,3
21881,3
21882,8
21883,4
21884,8
21885,8
21886,2
21887,4
21888,3
21889,8
21890,3
21891,8
21892,8
21893,7
21894,3
21895,3
21896,6
21897,4
21898,8
21899,1
21900,3
21901,7
21902,4
21903,8
21904,8
21905,8
21906,3
21907,2
21908,8
21909,8
21910,8
21911,3
21912,3
21913,3
21914,4
21915,3
21916,4
21917,8
21918,8
21919,8
21920,7
21921,1
21922,3
21923,4
21924,8
21925,8
21926,4
21927,7
21928,3
21929,2
21930,1
21931,8
21932,8
21933,8
21934,8
21935,8
21936,2
21937,3
21938,7
21939,3
21940,1
21941,8
21942,6
21943,1
21944,7
21945,8
21946,4
21947,4
21948,8
21949,1
21950,3
21951,3
21952,8
21953,8
21954,5
21955,8
21956,3
21957,2
21958,8
21959,3
21960,4
21961,8
21962,3
21963,3
21964,1
21965,1
21966,3
21967,8
21968,3
21969,2
21970,1
21971,4
21972,8
21973,8
21974,4
21975,1
21976,5
21977,3
21978,8
21979,8
21980,1
21981,8
21982,3
21983,3
21984,8
21985,8
21986,8
21987,8
21988,8
21989,7
21990,8
21991,8
21992,8
21993,3
21994,8
21995,3
21996,8
21997,8
21998,8
21999,7
22000,3
22001,8
22002,3
22003,8
22004,3
22005,3
22006,3
22007,1
22008,3
22009,4
22010,5
22011,6
22012,7
22013,8
22014,8
22015,3
22016,4
22017,8
22018,3
22019,3
22020,8
22021,4
22022,8
22023,2
22024,4
22025,1
22026,8
22027,1
22028,4
22029,8
22030,3
22031,3
22032,7
22033,8
22034,8
22035,8
22036,2
22037,8
22038,8
22039,3
22040,4
22041,4
22042,4
22043,8
22044,4
22045,8
22046,8
22047,2
22048,3
22049,8
22050,8
22051,8
22052,2
22053,7
22054,8
22055,3
22056,3
22057,3
22058,4
22059,8
22060,7
22061,8
22062,8
22063,8
22064,3
22065,3
22066,8
22067,8
22068,8
22069,1
22070,3
22071,3
22072,8
22073,8
22074,3
22075,8
22076,8
22077,8
22078,3
22079,8
22080,4
22081,8
22082,5
22083,8
22084,1
22085,3
22086,5
22087,8
22088,6
22089,8
22090,6
22091,4
22092,8
22093,8
22094,8
22095,3
22096,8
22097,3
22098,3
22099,4
22100,8
22101,3
22102,1
22103,8
22104,8
22105,3
22106,8
22107,8
22108,8
22109,8
22110,2
22111,3
22112,3
22113,8
22114,3
22115,8
22116,8
22117,8
22118,8
22119,8
22120,4
22121,3
22122,3
22123,3
22124,3
22125,3
22126,3
22127,1
22128,3
22129,3
22130,7
22131,8
22132,3
22133,8
22134,3
22135,2
22136,1
22137,8
22138,8
22139,8
22140,4
22141,1
22142,8
22143,8
22144,8
22145,1
22146,1
22147,8
22148,4
22149,1
22150,3
22151,8
22152,4
22153,3
22154,4
22155,8
22156,8
22157,1
22158,8
22159,1
22160,3
22161,4
22162,3
22163,8
22164,3
22165,8
22166,4
22167,8
22168,8
22169,3
22170,3
22171,8
22172,8
22173,3
22174,8
22175,4
22176,8
22177,4
22178,8
22179,3
22180,2
22181,2
22182,8
22183,8
22184,4
22185,4
22186,8
22187,3
22188,3
22189,8
22190,4
22191,3
22192,8
22193,8
22194,8
22195,8
22196,8
22197,8
22198,8
22199,6
22200,1
22201,3
22202,7
22203,8
22204,8
22205,3
22206,8
22207,8
22208,8
22209,8
22210,3
22211,4
22212,8
22213,7
22214,7
22215,7
22216,8
22217,3
22218,3
22219,1
22220,4
22221,8
22222,8
22223,8
22224,8
22225,3
22226,3
22227,3
22228,3
22229,4
22230,8
22231,8
22232,7
22233,8
22234,3
22235,4
22236,8
22237,8
22238,8
22239,8
22240,3
22241,3
22242,4
22243,3
22244,8
22245,3
22246,4
22247,1
22248,3
22249,8
22250,3
22251,8
22252,8
22253,5
22254,7
22255,3
22256,3
22257,7
22258,8
22259,3
22260,8
22261,8
22262,1
22263,1
22264,8
22265,4
22266,8
22267,3
22268,3
22269,8
22270,3
22271,8
22272,8
22273,8
22274,6
22275,3
22276,8
22277,3
22278,8
22279,8
22280,1
22281,3
22282,8
22283,2
22284,4
22285,3
22286,8
22287,8
22288,4
22289,8
22290,8
22291,8
22292,3
22293,4
22294,1
22295,3
22296,1
22297,8
22298,3
22299,8
22300,8
22301,1
22302,3
22303,3
22304,3
22305,8
22306,7
22307,8
22308,8
22309,8
22310,8
22311,8
22312,8
22313,7
22314,4
22315,8
22316,8
22317,8
22318,5
22319,8
22320,2
22321,8
22322,8
22323,6
22324,3
22325,3
22326,3
22327,1
22328,4
22329,8
22330,3
22331,7
22332,3
22333,8
22334,3
22335,3
22336,1
22337,8
22338,8
22339,3
22340,8
22341,8
22342,3
22343,7
22344,8
22345,8
22346,3
22347,3
22348,8
22349,8
22350,8
22351,8
22352,1
22353,5
22354,8
22355,4
22356,3
22357,4
22358,8
22359,3
22360,8
22361,3
22362,8
22363,8
22364,8
22365,4
22366,2
22367,8
22368,8
22369,8
22370,3
22371,8
22372,8
22373,3
22374,8
22375,3
22376,7
22377,3
22378,3
22379,8
22380,7
22381,4
22382,8
22383,4
22384,3
22385,8
22386,1
22387,1
22388,2
22389,6
22390,3
22391,3
22392,8
22393,1
22394,8
22395,3
22396,8
22397,8
22398,8
22399,8
22400,8
22401,3
22402,4
22403,8
22404,2
22405,3
22406,3
22407,4
22408,3
22409,1
22410,8
22411,8
22412,8
22413,8
22414,8
22415,8
22416,8
22417,3
22418,8
22419,8
22420,8
22421,3
22422,3
22423,3
22424,3
22425,4
22426,8
22427,3
22428,8
22429,1
22430,3
22431,8
22432,8
22433,8
22434,4
22435,3
22436,8
22437,4
22438,2
22439,8
22440,8
22441,3
22442,3
22443,3
22444,8
22445,8
22446,8
22447,7
22448,4
22449,8
22450,3
22451,8
22452,1
22453,5
22454,8
22455,3
22456,3
22457,3
22458,8
22459,8
22460,8
22461,8
22462,3
22463,1
22464,7
22465,1
22466,8
22467,3
22468,4
22469,3
22470,7
22471,3
22472,8
22473,3
22474,8
22475,8
22476,7
22477,8
22478,1
22479,8
22480,8
22481,7
22482,8
22483,3
22484,3
22485,3
22486,3
22487,8
22488,8
22489,4
22490,8
22491,8
22492,8
22493,3
22494,7
22495,2
22496,4
22497,8
22498,8
22499,8
22500,3
22501,2
22502,8
22503,8
22504,1
22505,3
22506,7
22507,8
22508,7
22509,8
22510,8
22511,8
22512,3
22513,1
22514,5
22515,3
22516,3
22517,8
22518,1
22519,3
22520,2
22521,4
22522,8
22523,8
22524,4
22525,2
22526,3
22527,3
22528,8
22529,8
22530,4
22531,8
22532,8
22533,2
22534,8
22535,8
22536,8
22537,4
22538,8
22539,4
22540,3
22541,8
22542,7
22543,8
22544,8
22545,3
22546,3
22547,3
22548,4
22549,4
22550,1
22551,4
22552,3
22553,8
22554,3
22555,3
22556,3
22557,5
22558,3
22559,3
22560,7
22561,8
22562,4
22563,3
22564,3
22565,8
22566,3
22567,8
22568,8
22569,8
22570,8
22571,8
22572,8
22573,4
22574,8
22575,8
22576,8
22577,8
22578,3
22579,3
22580,7
22581,3
22582,8
22583,8
22584,1
22585,8
22586,8
22587,8
22588,4
22589,8
22590,7
22591,1
22592,4
22593,3
22594,3
22595,3
22596,4
22597,8
22598,8
22599,1
22600,8
22601,3
22602,8
22603,7
22604,8
22605,1
22606,4
22607,8
22608,3
22609,4
22610,3
22611,3
22612,5
22613,1
22614,8
22615,8
22616,6
22617,3
22618,7
22619,8
22620,4
22621,4
22622,8
22623,3
22624,8
22625,5
22626,7
22627,3
22628,8
22629,8
22630,1
22631,3
22632,3
22633,3
22634,8
22635,8
22636,7
22637,4
22638,8
22639,3
22640,8
22641,8
22642,8
22643,8
22644,8
22645,3
22646,8
22647,8
22648,3
22649,8
22650,8
22651,1
22652,8
22653,8
22654,8
22655,3
22656,4
22657,8
22658,3
22659,7
22660,5
22661,8
22662,3
22663,8
22664,3
22665,4
22666,7
22667,8
22668,4
22669,8
22670,8
22671,8
22672,4
22673,3
22674,8
22675,8
22676,8
22677,3
22678,3
22679,3
22680,3
22681,8
22682,8
22683,4
22684,4
22685,8
22686,8
22687,4
22688,7
22689,2
22690,8
22691,8
22692,8
22693,3
22694,8
22695,8
22696,8
22697,3
22698,3
22699,3
22700,2
22701,8
22702,6
22703,8
22704,8
22705,3
22706,8
22707,4
22708,3
22709,8
22710,2
22711,4
22712,1
22713,3
22714,8
22715,8
22716,8
22717,3
22718,8
22719,7
22720,3
22721,8
22722,8
22723,3
22724,8
22725,8
22726,8
22727,8
22728,3
22729,1
22730,8
22731,3
22732,3
22733,4
22734,7
22735,7
22736,8
22737,7
22738,8
22739,8
22740,8
22741,8
22742,3
22743,8
22744,8
22745,3
22746,8
22747,8
22748,8
22749,8
22750,1
22751,8
22752,8
22753,8
22754,8
22755,8
22756,8
22757,2
22758,8
22759,3
22760,8
22761,3
22762,8
22763,1
22764,5
22765,8
22766,1
22767,8
22768,8
22769,8
22770,8
22771,8
22772,8
22773,8
22774,3
22775,7
22776,8
22777,8
22778,3
22779,7
22780,8
22781,1
22782,8
22783,7
22784,8
22785,8
22786,4
22787,3
22788,3
22789,2
22790,8
22791,3
22792,2
22793,4
22794,1
22795,1
22796,8
