Id,Response
20548,6
20549,8
20550,1
20551,6
20552,2
20553,8
20554,8
20555,1
20556,1
20557,8
20558,2
20559,7
20560,8
20561,2
20562,8
20563,2
20564,8
20565,2
20566,6
20567,6
20568,8
20569,6
20570,8
20571,1
20572,8
20573,8
20574,8
20575,8
20576,8
20577,8
20578,1
20579,1
20580,6
20581,8
20582,2
20583,8
20584,8
20585,8
20586,8
20587,7
20588,1
20589,8
20590,8
20591,8
20592,1
20593,1
20594,6
20595,6
20596,8
20597,1
20598,6
20599,8
20600,8
20601,8
20602,1
20603,8
20604,6
20605,6
20606,8
20607,5
20608,8
20609,8
20610,6
20611,8
20612,6
20613,6
20614,6
20615,8
20616,8
20617,8
20618,8
20619,1
20620,6
20621,8
20622,8
20623,6
20624,8
20625,7
20626,5
20627,8
20628,8
20629,2
20630,8
20631,8
20632,8
20633,6
20634,1
20635,7
20636,7
20637,7
20638,6
20639,7
20640,8
20641,2
20642,6
20643,7
20644,8
20645,2
20646,8
20647,1
20648,8
20649,6
20650,6
20651,2
20652,2
20653,6
20654,6
20655,8
20656,1
20657,8
20658,8
20659,1
20660,7
20661,8
20662,8
20663,8
20664,8
20665,8
20666,7
20667,1
20668,1
20669,8
20670,8
20671,8
20672,8
20673,8
20674,1
20675,6
20676,8
20677,6
20678,6
20679,5
20680,8
20681,8
20682,7
20683,5
20684,7
20685,6
20686,8
20687,8
20688,2
20689,8
20690,8
20691,8
20692,8
20693,6
20694,1
20695,5
20696,1
20697,6
20698,8
20699,6
20700,6
20701,1
20702,7
20703,8
20704,8
20705,8
20706,2
20707,6
20708,6
20709,8
20710,2
20711,8
20712,6
20713,5
20714,8
20715,2
20716,7
20717,1
20718,2
20719,8
20720,8
20721,6
20722,8
20723,8
20724,6
20725,6
20726,8
20727,6
20728,8
20729,2
20730,8
20731,5
20732,6
20733,1
20734,7
20735,6
20736,8
20737,6
20738,5
20739,7
20740,5
20741,8
20742,5
20743,2
20744,2
20745,5
20746,6
20747,7
20748,6
20749,6
20750,6
20751,8
20752,7
20753,6
20754,8
20755,8
20756,8
20757,8
20758,6
20759,7
20760,2
20761,6
20762,8
20763,6
20764,8
20765,8
20766,8
20767,8
20768,8
20769,8
20770,1
20771,2
20772,6
20773,6
20774,2
20775,1
20776,8
20777,8
20778,8
20779,8
20780,8
20781,1
20782,8
20783,1
20784,6
20785,8
20786,6
20787,8
20788,5
20789,8
20790,8
20791,7
20792,8
20793,2
20794,6
20795,1
20796,2
20797,6
20798,7
20799,7
20800,7
20801,5
20802,8
20803,2
20804,8
20805,8
20806,8
20807,6
20808,1
20809,6
20810,8
20811,8
20812,6
20813,2
20814,8
20815,7
20816,6
20817,1
20818,8
20819,6
20820,8
20821,8
20822,6
20823,8
20824,1
20825,7
20826,8
20827,5
20828,8
20829,8
20830,8
20831,8
20832,6
20833,8
20834,6
20835,5
20836,5
20837,8
20838,8
20839,2
20840,8
20841,6
20842,6
20843,1
20844,1
20845,8
20846,8
20847,7
20848,6
20849,7
20850,6
20851,8
20852,8
20853,6
20854,6
20855,8
20856,6
20857,1
20858,8
20859,1
20860,8
20861,8
20862,8
20863,1
20864,1
20865,6
20866,1
20867,5
20868,5
20869,2
20870,6
20871,7
20872,6
20873,2
20874,8
20875,5
20876,7
20877,8
20878,1
20879,1
20880,7
20881,2
20882,6
20883,8
20884,6
20885,6
20886,6
20887,8
20888,2
20889,2
20890,6
20891,6
20892,7
20893,8
20894,8
20895,2
20896,8
20897,8
20898,8
20899,7
20900,8
20901,6
20902,1
20903,8
20904,7
20905,8
20906,6
20907,8
20908,2
20909,8
20910,8
20911,6
20912,8
20913,6
20914,1
20915,7
20916,8
20917,6
20918,8
20919,7
20920,7
20921,1
20922,8
20923,8
20924,6
20925,8
20926,1
20927,5
20928,6
20929,1
20930,6
20931,6
20932,8
20933,8
20934,1
20935,6
20936,6
20937,8
20938,8
20939,6
20940,8
20941,1
20942,8
20943,5
20944,8
20945,8
20946,8
20947,8
20948,6
20949,6
20950,8
20951,8
20952,2
20953,6
20954,5
20955,8
20956,6
20957,8
20958,8
20959,6
20960,8
20961,6
20962,5
20963,8
20964,5
20965,8
20966,6
20967,8
20968,8
20969,5
20970,5
20971,8
20972,8
20973,6
20974,6
20975,8
20976,2
20977,1
20978,6
20979,2
20980,8
20981,7
20982,8
20983,2
20984,2
20985,8
20986,1
20987,2
20988,2
20989,8
20990,6
20991,7
20992,8
20993,5
20994,7
20995,8
20996,8
20997,7
20998,8
20999,7
21000,1
21001,6
21002,6
21003,8
21004,6
21005,8
21006,6
21007,8
21008,8
21009,5
21010,8
21011,7
21012,8
21013,8
21014,8
21015,6
21016,8
21017,8
21018,8
21019,1
21020,8
21021,8
21022,6
21023,8
21024,1
21025,5
21026,7
21027,8
21028,8
21029,6
21030,6
21031,6
21032,6
21033,6
21034,8
21035,8
21036,8
21037,8
21038,1
21039,8
21040,7
21041,8
21042,8
21043,8
21044,8
21045,1
21046,8
21047,5
21048,8
21049,8
21050,8
21051,8
21052,8
21053,8
21054,8
21055,1
21056,2
21057,5
21058,8
21059,6
21060,8
21061,1
21062,6
21063,6
21064,8
21065,5
21066,2
21067,8
21068,8
21069,6
21070,8
21071,6
21072,6
21073,8
21074,2
21075,6
21076,7
21077,6
21078,2
21079,5
21080,2
21081,2
21082,8
21083,6
21084,8
21085,2
21086,6
21087,1
21088,2
21089,1
21090,7
21091,8
21092,1
21093,6
21094,8
21095,8
21096,8
21097,8
21098,2
21099,8
21100,5
21101,6
21102,8
21103,8
21104,8
21105,1
21106,5
21107,8
21108,6
21109,7
21110,8
21111,6
21112,8
21113,1
21114,2
21115,8
21116,6
21117,1
21118,8
21119,8
21120,8
21121,8
21122,8
21123,6
21124,8
21125,8
21126,6
21127,8
21128,8
21129,8
21130,2
21131,2
21132,2
21133,8
21134,6
21135,1
21136,6
21137,6
21138,8
21139,8
21140,5
21141,8
21142,7
21143,1
21144,2
21145,8
21146,8
21147,7
21148,7
21149,1
21150,8
21151,6
21152,5
21153,6
21154,6
21155,8
21156,2
21157,1
21158,6
21159,6
21160,6
21161,1
21162,8
21163,7
21164,1
21165,6
21166,1
21167,8
21168,1
21169,1
21170,6
21171,8
21172,2
21173,6
21174,8
21175,8
21176,8
21177,8
21178,2
21179,8
21180,8
21181,8
21182,8
21183,8
21184,6
21185,5
21186,6
21187,6
21188,5
21189,6
21190,8
21191,8
21192,5
21193,1
21194,7
21195,1
21196,2
21197,1
21198,8
21199,6
21200,6
21201,6
21202,8
21203,1
21204,6
21205,2
21206,8
21207,8
21208,5
21209,8
21210,6
21211,8
21212,7
21213,6
21214,8
21215,5
21216,8
21217,6
21218,8
21219,1
21220,6
21221,7
21222,2
21223,8
21224,6
21225,8
21226,6
21227,8
21228,6
21229,8
21230,8
21231,6
21232,6
21233,2
21234,6
21235,2
21236,5
21237,1
21238,8
21239,8
21240,6
21241,8
21242,8
21243,1
21244,8
21245,8
21246,6
21247,8
21248,2
21249,8
21250,1
21251,5
21252,8
21253,6
21254,5
21255,2
21256,6
21257,7
21258,1
21259,6
21260,8
21261,8
21262,8
21263,2
21264,8
21265,8
21266,2
21267,8
21268,8
21269,8
21270,6
21271,1
21272,6
21273,5
21274,6
21275,7
21276,2
21277,6
21278,6
21279,6
21280,8
21281,2
21282,2
21283,6
21284,1
21285,8
21286,8
21287,5
21288,8
21289,2
21290,8
21291,6
21292,8
21293,7
21294,2
21295,1
21296,1
21297,7
21298,8
21299,5
21300,8
21301,8
21302,1
21303,6
21304,1
21305,8
21306,6
21307,8
21308,8
21309,8
21310,6
21311,8
21312,1
21313,6
21314,7
21315,1
21316,6
21317,8
21318,8
21319,8
21320,8
21321,1
21322,2
21323,2
21324,6
21325,1
21326,2
21327,8
21328,7
21329,6
21330,6
21331,6
21332,8
21333,5
21334,7
21335,2
21336,6
21337,6
21338,8
21339,8
21340,6
21341,6
21342,8
21343,8
21344,6
21345,2
21346,8
21347,8
21348,8
21349,8
21350,8
21351,8
21352,2
21353,6
21354,6
21355,7
21356,1
21357,5
21358,1
21359,1
21360,8
21361,8
21362,8
21363,8
21364,1
21365,6
21366,8
21367,1
21368,1
21369,8
21370,2
21371,6
21372,8
21373,6
21374,6
21375,1
21376,8
21377,8
21378,7
21379,1
21380,7
21381,8
21382,8
21383,8
21384,8
21385,6
21386,2
21387,8
21388,1
21389,8
21390,6
21391,8
21392,6
21393,8
21394,8
21395,1
21396,1
21397,6
21398,8
21399,8
21400,6
21401,6
21402,6
21403,4
21404,7
21405,6
21406,8
21407,7
21408,6
21409,8
21410,5
21411,8
21412,1
21413,8
21414,2
21415,5
21416,8
21417,6
21418,8
21419,6
21420,6
21421,1
21422,8
21423,2
21424,6
21425,8
21426,8
21427,1
21428,8
21429,8
21430,8
21431,2
21432,7
21433,5
21434,6
21435,2
21436,6
21437,8
21438,8
21439,1
21440,6
21441,8
21442,6
21443,8
21444,8
21445,6
21446,8
21447,5
21448,8
21449,5
21450,1
21451,8
21452,6
21453,7
21454,6
21455,2
21456,8
21457,8
21458,8
21459,8
21460,4
21461,8
21462,2
21463,2
21464,6
21465,8
21466,6
21467,5
21468,6
21469,7
21470,8
21471,6
21472,2
21473,1
21474,2
21475,6
21476,6
21477,6
21478,8
21479,6
21480,6
21481,8
21482,8
21483,6
21484,6
21485,1
21486,8
21487,6
21488,6
21489,2
21490,7
21491,8
21492,5
21493,5
21494,1
21495,8
21496,8
21497,8
21498,8
21499,5
21500,6
21501,8
21502,6
21503,1
21504,8
21505,6
21506,6
21507,6
21508,7
21509,6
21510,8
21511,8
21512,1
21513,6
21514,8
21515,1
21516,2
21517,8
21518,7
21519,6
21520,2
21521,8
21522,6
21523,7
21524,8
21525,6
21526,5
21527,2
21528,4
21529,8
21530,8
21531,8
21532,1
21533,8
21534,8
21535,2
21536,8
21537,8
21538,2
21539,2
21540,1
21541,6
21542,8
21543,7
21544,8
21545,8
21546,8
21547,7
21548,2
21549,7
21550,7
21551,2
21552,8
21553,8
21554,2
21555,8
21556,7
21557,8
21558,8
21559,8
21560,5
21561,8
21562,6
21563,8
21564,8
21565,7
21566,2
21567,8
21568,8
21569,8
21570,5
21571,8
21572,1
21573,7
21574,8
21575,6
21576,6
21577,2
21578,8
21579,1
21580,8
21581,1
21582,7
21583,6
21584,1
21585,8
21586,4
21587,6
21588,1
21589,2
21590,6
21591,2
21592,8
21593,1
21594,8
21595,8
21596,5
21597,8
21598,8
21599,6
21600,8
21601,5
21602,8
21603,8
21604,8
21605,5
21606,8
21607,6
21608,6
21609,1
21610,8
21611,6
21612,6
21613,6
21614,6
21615,8
21616,8
21617,2
21618,1
21619,8
21620,1
21621,1
21622,8
21623,6
21624,2
21625,8
21626,1
21627,8
21628,6
21629,8
21630,5
21631,1
21632,8
21633,6
21634,8
21635,2
21636,8
21637,6
21638,8
21639,8
21640,8
21641,8
21642,1
21643,7
21644,1
21645,8
21646,2
21647,5
21648,6
21649,6
21650,6
21651,8
21652,1
21653,8
21654,6
21655,8
21656,8
21657,5
21658,8
21659,6
21660,7
21661,8
21662,8
21663,6
21664,8
21665,8
21666,5
21667,7
21668,4
21669,2
21670,6
21671,2
21672,8
21673,5
21674,8
21675,8
21676,8
21677,1
21678,6
21679,6
21680,1
21681,8
21682,7
21683,5
21684,7
21685,6
21686,8
21687,6
21688,2
21689,8
21690,2
21691,8
21692,8
21693,6
21694,8
21695,6
21696,8
21697,8
21698,2
21699,8
21700,8
21701,7
21702,8
21703,8
21704,8
21705,5
21706,8
21707,6
21708,1
21709,2
21710,6
21711,2
21712,6
21713,1
21714,2
21715,7
21716,2
21717,1
21718,8
21719,7
21720,5
21721,6
21722,8
21723,6
21724,6
21725,8
21726,7
21727,1
21728,1
21729,8
21730,8
21731,6
21732,8
21733,8
21734,1
21735,8
21736,8
21737,1
21738,2
21739,8
21740,8
21741,1
21742,1
21743,8
21744,6
21745,6
21746,6
21747,1
21748,1
21749,6
21750,8
21751,6
21752,6
21753,8
21754,8
21755,8
21756,8
21757,8
21758,8
21759,2
21760,8
21761,8
21762,6
21763,8
21764,1
21765,8
21766,8
21767,8
21768,8
21769,6
21770,1
21771,6
21772,7
21773,8
21774,7
21775,6
21776,1
21777,8
21778,8
21779,7
21780,1
21781,7
21782,6
21783,8
21784,5
21785,6
21786,2
21787,6
21788,8
21789,8
21790,8
21791,1
21792,5
21793,7
21794,8
21795,1
21796,2
21797,2
21798,1
21799,6
21800,6
21801,8
21802,8
21803,6
21804,1
21805,8
21806,6
21807,1
21808,8
21809,2
21810,1
21811,2
21812,8
21813,6
21814,6
21815,8
21816,8
21817,8
21818,8
21819,6
21820,7
21821,5
21822,5
21823,8
21824,8
21825,6
21826,8
21827,7
21828,7
21829,1
21830,8
21831,8
21832,1
21833,1
21834,8
21835,8
21836,8
21837,8
21838,6
21839,8
21840,6
21841,8
21842,8
21843,8
21844,8
21845,8
21846,8
21847,8
21848,8
21849,8
21850,8
21851,8
21852,8
21853,6
21854,2
21855,8
21856,2
21857,8
21858,6
21859,6
21860,8
21861,4
21862,2
21863,8
21864,2
21865,6
21866,7
21867,1
21868,8
21869,8
21870,8
21871,8
21872,1
21873,1
21874,8
21875,4
21876,5
21877,1
21878,6
21879,6
21880,6
21881,8
21882,8
21883,8
21884,5
21885,8
21886,1
21887,1
21888,8
21889,8
21890,8
21891,8
21892,8
21893,8
21894,6
21895,6
21896,6
21897,1
21898,8
21899,8
21900,2
21901,8
21902,3
21903,5
21904,7
21905,8
21906,1
21907,2
21908,8
21909,8
21910,8
21911,6
21912,8
21913,7
21914,6
21915,6
21916,4
21917,8
21918,8
21919,5
21920,8
21921,5
21922,5
21923,7
21924,1
21925,6
21926,8
21927,2
21928,6
21929,1
21930,8
21931,6
21932,8
21933,8
21934,8
21935,7
21936,8
21937,8
21938,1
21939,6
21940,6
21941,1
21942,8
21943,5
21944,8
21945,8
21946,8
21947,6
21948,8
21949,1
21950,5
21951,6
21952,6
21953,2
21954,2
21955,8
21956,6
21957,8
21958,6
21959,6
21960,1
21961,2
21962,2
21963,6
21964,6
21965,6
21966,6
21967,8
21968,8
21969,7
21970,1
21971,8
21972,8
21973,8
21974,6
21975,6
21976,5
21977,7
21978,8
21979,8
21980,8
21981,8
21982,8
21983,8
21984,8
21985,5
21986,1
21987,6
21988,2
21989,8
21990,8
21991,5
21992,6
21993,6
21994,6
21995,8
21996,8
21997,8
21998,8
21999,8
22000,2
22001,8
22002,1
22003,6
22004,8
22005,6
22006,6
22007,6
22008,6
22009,8
22010,2
22011,2
22012,7
22013,6
22014,6
22015,7
22016,8
22017,8
22018,7
22019,6
22020,5
22021,2
22022,6
22023,1
22024,1
22025,8
22026,8
22027,1
22028,6
22029,8
22030,5
22031,8
22032,6
22033,8
22034,8
22035,7
22036,6
22037,8
22038,8
22039,6
22040,6
22041,2
22042,8
22043,8
22044,2
22045,8
22046,7
22047,6
22048,8
22049,8
22050,8
22051,6
22052,8
22053,6
22054,8
22055,7
22056,1
22057,1
22058,8
22059,8
22060,8
22061,6
22062,8
22063,6
22064,1
22065,8
22066,8
22067,2
22068,6
22069,5
22070,6
22071,8
22072,7
22073,8
22074,8
22075,7
22076,6
22077,5
22078,1
22079,8
22080,8
22081,5
22082,8
22083,6
22084,6
22085,8
22086,1
22087,8
22088,1
22089,8
22090,8
22091,8
22092,8
22093,5
22094,8
22095,6
22096,2
22097,1
22098,5
22099,8
22100,8
22101,6
22102,2
22103,7
22104,8
22105,2
22106,8
22107,6
22108,5
22109,6
22110,8
22111,6
22112,2
22113,6
22114,1
22115,8
22116,2
22117,8
22118,6
22119,8
22120,2
22121,2
22122,6
22123,1
22124,1
22125,5
22126,7
22127,8
22128,8
22129,6
22130,1
22131,8
22132,2
22133,6
22134,1
22135,8
22136,2
22137,6
22138,6
22139,8
22140,5
22141,2
22142,5
22143,8
22144,8
22145,6
22146,6
22147,7
22148,7
22149,2
22150,7
22151,6
22152,8
22153,5
22154,4
22155,8
22156,8
22157,5
22158,2
22159,7
22160,8
22161,2
22162,6
22163,6
22164,6
22165,8
22166,7
22167,8
22168,8
22169,2
22170,2
22171,8
22172,6
22173,5
22174,8
22175,8
22176,8
22177,5
22178,8
22179,8
22180,8
22181,1
22182,8
22183,8
22184,1
22185,7
22186,8
22187,8
22188,6
22189,6
22190,6
22191,8
22192,3
22193,8
22194,2
22195,8
22196,8
22197,8
22198,8
22199,8
22200,6
22201,1
22202,7
22203,8
22204,5
22205,2
22206,8
22207,8
22208,8
22209,8
22210,8
22211,6
22212,6
22213,7
22214,5
22215,1
22216,6
22217,8
22218,6
22219,1
22220,6
22221,8
22222,8
22223,8
22224,8
22225,6
22226,8
22227,7
22228,8
22229,7
22230,8
22231,6
22232,8
22233,8
22234,2
22235,1
22236,5
22237,8
22238,1
22239,8
22240,6
22241,6
22242,8
22243,6
22244,8
22245,8
22246,8
22247,2
22248,2
22249,6
22250,8
22251,8
22252,8
22253,1
22254,8
22255,5
22256,2
22257,7
22258,8
22259,8
22260,6
22261,8
22262,6
22263,1
22264,8
22265,8
22266,8
22267,6
22268,6
22269,8
22270,7
22271,5
22272,8
22273,8
22274,6
22275,8
22276,7
22277,2
22278,6
22279,8
22280,2
22281,5
22282,1
22283,1
22284,5
22285,8
22286,8
22287,1
22288,6
22289,8
22290,8
22291,8
22292,2
22293,8
22294,8
22295,6
22296,1
22297,7
22298,7
22299,8
22300,8
22301,6
22302,8
22303,8
22304,8
22305,3
22306,6
22307,8
22308,2
22309,8
22310,1
22311,8
22312,1
22313,7
22314,6
22315,8
22316,8
22317,8
22318,1
22319,6
22320,8
22321,2
22322,8
22323,8
22324,2
22325,3
22326,6
22327,1
22328,8
22329,8
22330,1
22331,1
22332,8
22333,8
22334,7
22335,6
22336,1
22337,6
22338,8
22339,1
22340,8
22341,5
22342,6
22343,6
22344,6
22345,8
22346,6
22347,8
22348,8
22349,5
22350,6
22351,2
22352,7
22353,2
22354,8
22355,8
22356,1
22357,7
22358,6
22359,8
22360,8
22361,3
22362,1
22363,6
22364,8
22365,6
22366,8
22367,7
22368,8
22369,8
22370,5
22371,8
22372,8
22373,6
22374,8
22375,5
22376,2
22377,8
22378,8
22379,8
22380,8
22381,6
22382,6
22383,8
22384,2
22385,8
22386,7
22387,7
22388,2
22389,7
22390,8
22391,6
22392,8
22393,8
22394,8
22395,6
22396,6
22397,8
22398,6
22399,6
22400,1
22401,6
22402,2
22403,8
22404,8
22405,2
22406,8
22407,5
22408,6
22409,8
22410,7
22411,8
22412,8
22413,6
22414,6
22415,8
22416,5
22417,1
22418,2
22419,8
22420,7
22421,2
22422,8
22423,1
22424,6
22425,8
22426,7
22427,8
22428,8
22429,8
22430,1
22431,8
22432,8
22433,6
22434,1
22435,2
22436,8
22437,8
22438,6
22439,8
22440,8
22441,6
22442,8
22443,6
22444,8
22445,6
22446,1
22447,1
22448,6
22449,5
22450,8
22451,8
22452,7
22453,6
22454,8
22455,2
22456,8
22457,4
22458,8
22459,8
22460,8
22461,8
22462,7
22463,8
22464,8
22465,6
22466,8
22467,6
22468,8
22469,8
22470,6
22471,1
22472,8
22473,6
22474,2
22475,8
22476,2
22477,2
22478,8
22479,2
22480,8
22481,2
22482,6
22483,2
22484,1
22485,6
22486,8
22487,5
22488,8
22489,7
22490,8
22491,8
22492,5
22493,8
22494,7
22495,8
22496,2
22497,6
22498,8
22499,8
22500,7
22501,1
22502,8
22503,8
22504,6
22505,8
22506,6
22507,8
22508,7
22509,8
22510,6
22511,6
22512,6
22513,6
22514,1
22515,8
22516,1
22517,5
22518,1
22519,8
22520,8
22521,8
22522,2
22523,8
22524,5
22525,8
22526,8
22527,8
22528,6
22529,8
22530,8
22531,6
22532,6
22533,8
22534,8
22535,1
22536,8
22537,8
22538,8
22539,8
22540,6
22541,8
22542,8
22543,8
22544,8
22545,2
22546,1
22547,6
22548,1
22549,6
22550,8
22551,6
22552,8
22553,8
22554,8
22555,8
22556,5
22557,8
22558,6
22559,7
22560,6
22561,8
22562,7
22563,6
22564,8
22565,6
22566,6
22567,8
22568,8
22569,8
22570,8
22571,8
22572,8
22573,5
22574,1
22575,8
22576,7
22577,8
22578,6
22579,6
22580,6
22581,1
22582,7
22583,8
22584,6
22585,6
22586,5
22587,8
22588,1
22589,6
22590,1
22591,2
22592,8
22593,2
22594,8
22595,5
22596,6
22597,8
22598,6
22599,6
22600,8
22601,8
22602,6
22603,8
22604,8
22605,8
22606,1
22607,6
22608,7
22609,6
22610,1
22611,2
22612,6
22613,1
22614,5
22615,8
22616,2
22617,1
22618,2
22619,1
22620,7
22621,2
22622,8
22623,6
22624,8
22625,8
22626,7
22627,5
22628,8
22629,6
22630,6
22631,8
22632,6
22633,6
22634,2
22635,8
22636,5
22637,8
22638,6
22639,2
22640,8
22641,5
22642,8
22643,5
22644,8
22645,1
22646,1
22647,6
22648,7
22649,8
22650,7
22651,8
22652,8
22653,6
22654,8
22655,5
22656,6
22657,8
22658,6
22659,1
22660,2
22661,6
22662,8
22663,6
22664,6
22665,1
22666,8
22667,8
22668,7
22669,8
22670,8
22671,8
22672,1
22673,2
22674,1
22675,6
22676,8
22677,8
22678,1
22679,8
22680,6
22681,8
22682,8
22683,8
22684,8
22685,8
22686,8
22687,8
22688,7
22689,5
22690,7
22691,8
22692,6
22693,6
22694,8
22695,5
22696,1
22697,6
22698,6
22699,6
22700,1
22701,8
22702,5
22703,8
22704,8
22705,7
22706,1
22707,6
22708,1
22709,6
22710,8
22711,8
22712,8
22713,8
22714,8
22715,8
22716,8
22717,1
22718,8
22719,6
22720,8
22721,1
22722,8
22723,8
22724,6
22725,8
22726,7
22727,7
22728,7
22729,5
22730,8
22731,2
22732,8
22733,8
22734,2
22735,1
22736,5
22737,6
22738,7
22739,7
22740,8
22741,7
22742,6
22743,8
22744,8
22745,6
22746,6
22747,7
22748,8
22749,6
22750,8
22751,8
22752,6
22753,6
22754,8
22755,8
22756,8
22757,8
22758,8
22759,8
22760,8
22761,6
22762,8
22763,6
22764,8
22765,8
22766,8
22767,7
22768,8
22769,5
22770,6
22771,8
22772,6
22773,5
22774,6
22775,2
22776,6
22777,8
22778,8
22779,7
22780,6
22781,8
22782,8
22783,6
22784,8
22785,8
22786,1
22787,8
22788,2
22789,2
22790,8
22791,5
22792,2
22793,8
22794,2
22795,2
22796,8
